Geschäftsnummer,Geschäftstyp,Urheber,Stand,Geschäftstitel,Link zur Geschäftsseite,eingereicht_am,unterzeichner1,unterzeichner2,unterzeichner3,unterzeichner4,unterzeichner5,unterzeichner6,unterzeichner7,unterzeichner8,unterzeichner9,unterzeichner10,unterzeichner11,unterzeichner12,unterzeichner13,unterzeichner14,unterzeichner15,unterzeichner16,unterzeichner17,unterzeichner18,unterzeichner19,unterzeichner20,unterzeichner21,unterzeichner22,unterzeichner23,unterzeichner24,unterzeichner25,unterzeichner26,unterzeichner27,unterzeichner28,unterzeichner29,unterzeichner30,unterzeichner31,unterzeichner32,unterzeichner33,unterzeichner34,unterzeichner35,unterzeichner36,unterzeichner37,unterzeichner38,unterzeichner39,unterzeichner40,unterzeichner41,unterzeichner42,unterzeichner43,unterzeichner44,unterzeichner45,unterzeichner46,id_Urheber,id_unterzeichner1,id_unterzeichner2,id_unterzeichner3,id_unterzeichner4,id_unterzeichner5,id_unterzeichner6,id_unterzeichner7,id_unterzeichner8,id_unterzeichner9,id_unterzeichner10,id_unterzeichner11,id_unterzeichner12,id_unterzeichner13,id_unterzeichner14,id_unterzeichner15,id_unterzeichner16,id_unterzeichner17,id_unterzeichner18,id_unterzeichner19,id_unterzeichner20,id_unterzeichner21,id_unterzeichner22,id_unterzeichner23,id_unterzeichner24,id_unterzeichner25,id_unterzeichner26,id_unterzeichner27,id_unterzeichner28,id_unterzeichner29,id_unterzeichner30,id_unterzeichner31,id_unterzeichner32,id_unterzeichner33,id_unterzeichner34,id_unterzeichner35,id_unterzeichner36,id_unterzeichner37,id_unterzeichner38,id_unterzeichner39,id_unterzeichner40,id_unterzeichner41,id_unterzeichner42,id_unterzeichner43,id_unterzeichner44,id_unterzeichner45,id_unterzeichner46,unterzeichner_ids
24.4060,Interpellation,Schlatter Marionna,Erledigt,"Personelle und finanzielle Ressourcen für das ""Atomdossier"" im UVEK",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244060,2024-09-26,Schlatter Marionna,Clivaz Christophe,Fivaz Fabien,Klopfenstein Broggini Delphine,Mahaim Raphaël,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,383,395,403,433,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3976,Interpellation,Schaffner Barbara,Stellungnahme zum Vorstoss liegt vor,Zögerliche Umsetzung des Klimaschutzgesetzes schadet der Wirtschaft,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243976,2024-09-24,Schaffner Barbara,de Quattro Jacqueline,Flach Beat,Suter Gabriela,Vincenz-Stauffacher Susanne,Wismer-Felder Priska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,418,392,83,370,361,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3936,Interpellation,Glättli Balthasar,Stellungnahme zum Vorstoss liegt vor,Auslagerung der Nagra-Kernaufgaben an zwei Aktiengesellschaften. Ist das recht- und zweckmässig?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243936,2024-09-23,Glättli Balthasar,Arslan Sibel,Baumann Kilian,Bäumle Martin,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Gysin Greta,Kälin Irène,Klopfenstein Broggini Delphine,Marti Min Li,Munz Martina,Nordmann Roger,Porchet Léonore,Prelicz-Huber Katharina,Roth David,Schläfli Nina,Seiler Graf Priska,Storni Bruno,Töngi Michael,Walder Nicolas,Weichelt Manuela,Zryd Andrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,264,358,51,449,383,330,396,329,403,293,NA,NA,410,411,484,487,304,420,334,422,386,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3918,Interpellation,Glättli Balthasar,Stellungnahme zum Vorstoss liegt vor,Volkswille à la carte beim Bundesrat. Warum wird bei Klimaschutz und Solarenergie nicht vorwärts gemacht?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243918,2024-09-18,Glättli Balthasar,Arslan Sibel,Baumann Kilian,Brenzikofer Florence,Clivaz Christophe,Crottaz Brigitte,Fehlmann Rielle Laurence,Friedl Claudia,Kälin Irène,Klopfenstein Broggini Delphine,Marti Min Li,Munz Martina,Porchet Léonore,Prelicz-Huber Katharina,Schaffner Barbara,Schlatter Marionna,Storni Bruno,Suter Gabriela,Walder Nicolas,Weichelt Manuela,Widmer Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,264,358,424,383,330,280,89,329,403,293,NA,410,411,418,349,420,370,422,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3902,Interpellation,Nordmann Roger,Stellungnahme zum Vorstoss liegt vor,Artikel 10 KlG. Der Bund nimmt seine Vorbildfunktion zu spät wahr,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243902,2024-09-18,Nordmann Roger,Masshardt Nadine,Badertscher Christine,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Docourt Martine,Fehlmann Rielle Laurence,Fivaz Fabien,Glättli Balthasar,Müller-Altermatt Stefan,Munz Martina,Pult Jon,Revaz Estelle,Roth David,Seiler Graf Priska,Tschopp Jean,Tuosto Brenda,Weber Céline,Weichelt Manuela,Zryd Andrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,355,449,383,330,NA,280,395,98,153,NA,378,NA,484,304,459,494,431,386,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3765,Interpellation,Clivaz Christophe,Stellungnahme zum Vorstoss liegt vor,Überwiesene Plusenergiebau-Motion Eymann 19.4202,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243765,2024-06-14,Clivaz Christophe,Grossen Jürg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,383,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3730,Interpellation,Germann Hannes,Erledigt,Plus-Energie-Bauten. Ortsbildschutz- und eigentumsgerechte Umsetzung mit dem Pariser Klimaabkommen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243730,2024-06-14,Germann Hannes,Stark Jakob,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,227,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3698,Interpellation,Suter Gabriela,Stellungnahme zum Vorstoss liegt vor,Weisser Wasserstoff in der Schweiz,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243698,2024-06-13,Suter Gabriela,Bäumle Martin,Candinas Martin,Egger Mike,Glättli Balthasar,Grossen Jürg,Gugger Niklaus-Samuel,Jauslin Matthias Samuel,Meier Andreas,Page Pierre-André,Riniker Maja,Roduit Benjamin,Rüegger Monika,Schaffner Barbara,Schilliger Peter,Storni Bruno,Vincenz-Stauffacher Susanne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,370,51,65,341,98,106,327,314,439,299,415,331,379,418,185,420,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3689,Interpellation,Grossen Jürg,Stellungnahme zum Vorstoss liegt vor,Ist das Festhalten an einem Gasversorgungsgesetz mit Fokus Erdgas statt Wasserstoff noch zeitgemäss?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243689,2024-06-13,Grossen Jürg,Alijaj Islam,Andrey Gerhard,Arslan Sibel,Badertscher Christine,Bally Maya,Baumann Kilian,Bäumle Martin,Bendahan Samuel,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Dobler Marcel,Fivaz Fabien,Flach Beat,Friedl Claudia,Glättli Balthasar,Gugger Niklaus-Samuel,Jauslin Matthias Samuel,Kutter Philipp,Lohr Christian,Marti Min Li,Meier Andreas,Mettler Melanie,Munz Martina,Nordmann Roger,Revaz Estelle,Ryser Franziska,Seiler Graf Priska,Storni Bruno,Suter Gabriela,Theiler Heinz,Vincenz-Stauffacher Susanne,Walti Beat,Weber Céline,Weichelt Manuela,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,106,106,443,371,264,355,NA,358,51,323,424,449,383,330,278,395,83,89,98,327,314,337,14,293,439,NA,NA,NA,NA,346,304,420,370,493,361,251,431,386,457,NA,NA,NA,NA,NA,NA,NA,NA,
24.3681,Interpellation,Ryser Franziska,Erledigt,Indirekte Emissionen im Rohstoffsektor,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243681,2024-06-13,Ryser Franziska,Badertscher Christine,Brenzikofer Florence,Flach Beat,Mahaim Raphaël,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,346,355,424,83,433,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3678,Interpellation,Ryser Franziska,Stellungnahme zum Vorstoss liegt vor,Möglichkeit zur Besteuerung von Kerosin in der zivilen Luftfahrt,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243678,2024-06-13,Ryser Franziska,Andrey Gerhard,Clivaz Christophe,Kälin Irène,Masshardt Nadine,Töngi Michael,Trede Aline,Widmer Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,346,371,383,329,144,334,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3644,Interpellation,Brenzikofer Florence,Stellungnahme zum Vorstoss liegt vor,Modernisierung Beznau,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243644,2024-06-13,Brenzikofer Florence,Clivaz Christophe,Glättli Balthasar,Kälin Irène,Munz Martina,Schlatter Marionna,Suter Gabriela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,424,383,98,329,NA,349,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3459,Interpellation,Amoos Emmanuel,Stellungnahme zum Vorstoss liegt vor,Oberirdisch oder unterirdisch geführte Hochspannungsleitungen?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243459,2024-04-17,Amoos Emmanuel,Clivaz Christophe,Fivaz Fabien,Munz Martina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,428,383,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3453,Interpellation,Grossen Jürg,Stellungnahme zum Vorstoss liegt vor,Wie weiter bei der Entwicklung der Elektromobilität?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243453,2024-04-17,Grossen Jürg,Christ Katja,Clivaz Christophe,de Quattro Jacqueline,Gredig Corina,Hässig Patrick,Jauslin Matthias Samuel,Jost Marc,Nause Reto,Schaffner Barbara,Suter Gabriela,Theiler Heinz,Weber Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,106,369,383,392,348,476,314,437,446,418,370,493,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3428,Interpellation,Marti Samira,Erledigt,Windenergiepotenzial im Bereich des Primärradars des Flughafens Basel-Mulhouse,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243428,2024-04-17,Marti Samira,Wyss Sarah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3411,Interpellation,Klopfenstein Broggini Delphine,Erledigt,"Mit welchen Beiträgen beteiligen sich die Schweiz und die ""Carbon Majors"" am Fonds für klimabedingte Verluste und Schäden der Vereinten Nationen?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243411,2024-04-16,Klopfenstein Broggini Delphine,Badertscher Christine,Jost Marc,Molina Fabian,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,403,355,437,332,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3355,Interpellation,Mahaim Raphaël,Stellungnahme zum Vorstoss liegt vor,Der Vertrag über die Energiecharta in der EU ist tot. Wann steigt auch die Schweiz aus?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243355,2024-03-15,Mahaim Raphaël,Clivaz Christophe,Fivaz Fabien,Glättli Balthasar,Töngi Michael,Trede Aline,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,433,383,395,98,334,198,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3328,Interpellation,Clivaz Christophe,Erledigt,Sind alpine Solarparks noch notwendig?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243328,2024-03-15,Clivaz Christophe,Munz Martina,Trede Aline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,383,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3317,Interpellation,Brenzikofer Florence,Stellungnahme zum Vorstoss liegt vor,Potenzial der Geothermie fördern,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243317,2024-03-15,Brenzikofer Florence,Arslan Sibel,Badertscher Christine,Baumann Kilian,Candan Hasan,Clivaz Christophe,Fivaz Fabien,Jauslin Matthias Samuel,Mahaim Raphaël,Müller-Altermatt Stefan,Prelicz-Huber Katharina,Schaffner Barbara,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,424,264,355,358,449,383,395,314,433,153,411,418,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3107,Interpellation,Munz Martina,Stellungnahme zum Vorstoss liegt vor,Beeinträchtigt das geplante Atommülllager die strategischen Trinkwasserreserven?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243107,2024-03-07,Munz Martina,Candan Hasan,Alijaj Islam,Bäumle Martin,Brenzikofer Florence,Brizzi Simona,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Dandrès Christian,Docourt Martine,Fehlmann Rielle Laurence,Friedl Claudia,Gysi Barbara,Jaccoud Jessica,Marti Min Li,Masshardt Nadine,Meyer Mattea,Molina Fabian,Nordmann Roger,Pult Jon,Revaz Estelle,Schläfli Nina,Seiler Graf Priska,Tschopp Jean,Tuosto Brenda,Zryd Andrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,443,51,424,NA,449,383,330,389,NA,280,89,110,460,293,144,296,332,NA,378,NA,487,304,459,494,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3088,Interpellation,Wettstein Felix,Stellungnahme zum Vorstoss liegt vor,Handlungsbedarf beim Ausstoss von Feinstaub aus Holzfeuerungen und bei der Feinstaub-Gesundheitsvorsorge,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243088,2024-03-05,Wettstein Felix,Clivaz Christophe,Girod Bastien,Klopfenstein Broggini Delphine,Porchet Léonore,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,354,383,NA,403,410,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3087,Interpellation,Wettstein Felix,Stellungnahme zum Vorstoss liegt vor,Klimaneutralität und Nachhaltigkeit von Brennholz stehen infrage,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243087,2024-03-05,Wettstein Felix,Clivaz Christophe,Girod Bastien,Klopfenstein Broggini Delphine,Porchet Léonore,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,354,383,NA,403,410,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3047,Interpellation,Page Pierre-André,Erledigt,Beschleunigung des Klimaschutzprogramms zu erneuerbaren Brennstoffen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243047,2024-02-28,Page Pierre-André,Kolly Nicolas,Pahud Yvan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,479,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3031,Interpellation,Paganini Nicolò,Erledigt,Wasserstoff in der Bodenseeregion. Kein Ausschluss der Ostschweiz bei der Wasserstoffstrategie des Bundes,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243031,2024-02-26,Paganini Nicolò,Candinas Martin,Egger Mike,Friedl Claudia,Götte Michael,Gutjahr Diana,Rechsteiner Thomas,Reimann Lukas,Ritter Markus,Schläfli Nina,Vietze Kris,Vincenz-Stauffacher Susanne,Zuberbühler David,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,333,65,341,89,441,328,414,172,178,487,NA,361,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3931,Interpellation,Bäumle Martin,Eingereicht,Anreize für marktnähere PV-Einspeisung,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253931,2025-06-20,Bäumle Martin,Grossen Jürg,Jauslin Matthias Samuel,Schaffner Barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,106,314,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3873,Interpellation,Flach Beat,Eingereicht,UN-Atomwaffenverbotsvertrag und NATO-Zusammenarbeit,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253873,2025-06-20,Flach Beat,Jauslin Matthias Samuel,Schaffner Barbara,Stämpfli Fabienne,Weber Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,83,314,418,502,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3849,Interpellation,Schlatter Marionna,Eingereicht,"Heimspeicher: Eine Chance für das Energiesystem, die der Bund ergreifen sollte?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253849,2025-06-20,Schlatter Marionna,Arslan Sibel,Brenzikofer Florence,Chollet Clarence,Clivaz Christophe,Glättli Balthasar,Klopfenstein Broggini Delphine,Porchet Léonore,Prelicz-Huber Katharina,Schneider Meret,Töngi Michael,Walder Nicolas,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,264,424,NA,383,98,403,410,411,350,334,422,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3831,Interpellation,Seiler Graf Priska,Eingereicht,PEB tragen zu emissionsfreien Verkehr bei,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253831,2025-06-20,Seiler Graf Priska,Alijaj Islam,Amoos Emmanuel,Bendahan Samuel,Brenzikofer Florence,Clivaz Christophe,De Ventura Linda,Flach Beat,Friedl Claudia,Gysi Barbara,Klopfenstein Broggini Delphine,Müller Leo,Porchet Léonore,Pult Jon,Schaffner Barbara,Schlatter Marionna,Schmezer Ueli,Schneider Meret,Storni Bruno,Töngi Michael,Tschopp Jean,Tuosto Brenda,Walder Nicolas,Weichelt Manuela,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,304,443,428,323,424,383,499,83,89,110,403,149,410,378,418,349,501,350,420,334,459,494,422,386,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
